ducktracks_menu_open_button,脚印设置
ducktracks_window_title,脚印设置
ducktracks_window_close,关闭
ducktracks_window_reset,重置此页
ducktracks_toggle_master_on,开启脚印
ducktracks_toggle_master_off,关闭脚印
ducktracks_shape_section,形状
ducktracks_shape_source_actual,实际脚型
ducktracks_shape_source_builtin,内置蹼足
ducktracks_shape_source_texture,图片文件
ducktracks_shape_actual_hint,按当前穿着的脚型压印。换鞋后脚印也会随之改变。
ducktracks_shape_picker,选择图片
ducktracks_shape_refresh,重新扫描文件夹
ducktracks_shape_no_textures,文件夹中没有图片
ducktracks_shape_folder_hint,将 PNG 放到这里：{0}
ducktracks_shape_preview,预览
ducktracks_colour_section,颜色
ducktracks_colour_fresh,刚压印时
ducktracks_colour_fade,消退时
ducktracks_colour_alpha,浓度
ducktracks_colour_blend_alpha,混合：覆盖
ducktracks_colour_blend_additive,夜光（在暗处发亮）
ducktracks_colour_blend_hint,夜光仅对亮色有效，暗色请使用覆盖。
ducktracks_colour_hex,色号
ducktracks_size_section,大小与间距
ducktracks_size_auto_scale,大小倍数（1 = 与实际脚相同）
ducktracks_size_size,脚印大小
ducktracks_size_life,持续时间
ducktracks_editor_open,绘制形状
ducktracks_editor_title,绘制形状 — 涂格子
ducktracks_editor_name,名称
ducktracks_editor_save,保存并使用
ducktracks_editor_clear,清空
ducktracks_editor_invert,反转
ducktracks_editor_delete,删除形状
ducktracks_size_forever,永久保留（不消失）
ducktracks_size_forever_hint,脚印不会消失，也没有数量上限。走过的地方全都会保留。
ducktracks_editor_random,随机
ducktracks_colour_glow_intensity,发光强度
ducktracks_pulse_section,闪烁
ducktracks_pulse_enable,让脚印闪烁
ducktracks_pulse_speed,闪烁速度
ducktracks_pulse_depth,变暗程度
ducktracks_pulse_cycle_hue,让颜色不断变化
ducktracks_pulse_hue_speed,变色速度
ducktracks_pulse_grey_hint,当前颜色是灰色，循环不会有变化。请先选择颜色。
ducktracks_colour_burst,溅起的颗粒
ducktracks_burst_section,落脚颗粒
ducktracks_burst_enable,落脚时溅起颗粒
ducktracks_burst_count,每步数量
ducktracks_burst_size,颗粒大小
ducktracks_burst_speed,溅起力度
ducktracks_burst_gravity,重力
ducktracks_burst_life,颗粒持续
ducktracks_burst_colour_hint,颗粒颜色在颜色项的[溅起的颗粒]中选择。
ducktracks_burst_pick_shape,选择颗粒形状
ducktracks_burst_default_shape,默认圆点
ducktracks_burst_reset_shape,恢复默认
ducktracks_burst_drift,让留下的脚印飘出颗粒
ducktracks_burst_drift_hint,颗粒会从地面上残留的脚印中缓缓升起。颜色和形状与溅起的颗粒相同。
ducktracks_burst_drift_rate,飘出的量
ducktracks_burst_drift_scale,飘出颗粒的大小
ducktracks_burst_drift_rise,上升速度
